date,event,value,surprise_z,surprise,regime,confidence,y10_1d,y10_5d,y10_21d,curve_1d,curve_5d,y2_1d,y2_5d,sp500_1d
2018-02-01,CPI_MOM,0.269,0.54,BEAT,GOLDILOCKS,MEDIUM,6.0,7.0,10.0,7.0,10.0,-1.0,-3.0,-59.85
2018-03-01,CPI_MOM,0.019,-0.81,MISS,GOLDILOCKS,MEDIUM,5.0,5.0,-8.0,2.0,2.0,3.0,3.0,13.58
2018-04-01,CPI_MOM,0.26,0.137,INLINE,GOLDILOCKS,MEDIUM,-1.0,3.0,21.0,1.0,3.0,-2.0,0.0,-58.99
2018-05-01,CPI_MOM,0.226,-0.109,INLINE,GOLDILOCKS,MEDIUM,0.0,0.0,-14.0,1.0,-1.0,-1.0,1.0,-19.13
2018-06-01,CPI_MOM,0.09,-0.974,MISS,GOLDILOCKS,MEDIUM,5.0,4.0,-2.0,0.0,1.0,5.0,3.0,12.25
2018-07-01,CPI_MOM,0.078,-1.084,MISS,GOLDILOCKS,MEDIUM,2.0,1.0,11.0,-3.0,-4.0,5.0,5.0,8.34
2018-08-01,CPI_MOM,0.179,-0.272,INLINE,GOLDILOCKS,MEDIUM,-2.0,-4.0,-14.0,-1.0,-5.0,-1.0,1.0,13.86
2018-09-01,CPI_MOM,0.206,-0.02,INLINE,GOLDILOCKS,MEDIUM,4.0,8.0,19.0,0.0,-3.0,4.0,11.0,-4.8
2018-10-01,CPI_MOM,0.234,0.147,INLINE,GOLDILOCKS,LOW,-4.0,12.0,6.0,-4.0,6.0,0.0,6.0,-1.16
2018-11-01,CPI_MOM,-0.07,-2.132,MISS,DEFLATION_RISK,LOW,8.0,10.0,-23.0,1.0,-4.0,7.0,14.0,-17.31
2018-12-01,CPI_MOM,0.068,-0.926,MISS,DEFLATION_RISK,LOW,-3.0,-16.0,-45.0,-6.0,-8.0,3.0,-8.0,30.2
2019-01-01,CPI_MOM,-0.081,-1.741,MISS,GOLDILOCKS,MEDIUM,-3.0,4.0,-6.0,-5.0,-6.0,2.0,10.0,3.18
2019-02-01,CPI_MOM,0.3,1.298,BEAT,DEFLATION_RISK,LOW,3.0,-7.0,2.0,2.0,-0.0,1.0,-7.0,18.34
2019-03-01,CPI_MOM,0.378,1.311,BEAT,GOLDILOCKS,MEDIUM,-4.0,-14.0,-27.0,-4.0,-4.0,0.0,-10.0,-10.88
2019-04-01,CPI_MOM,0.376,1.2,BEAT,GOLDILOCKS,MEDIUM,-1.0,3.0,3.0,2.0,0.0,-3.0,3.0,0.05
2019-05-01,CPI_MOM,0.025,-0.701,MISS,GOLDILOCKS,MEDIUM,3.0,-3.0,-38.0,-1.0,-2.0,4.0,-1.0,-6.21
2019-06-01,CPI_MOM,-0.033,-0.978,MISS,GOLDILOCKS,MEDIUM,-7.0,-5.0,-11.0,6.0,5.0,-13.0,-10.0,-7.61
2019-07-01,CPI_MOM,0.231,0.232,INLINE,GOLDILOCKS,MEDIUM,-5.0,4.0,-1.0,-4.0,-10.0,-1.0,14.0,8.68
2019-08-01,CPI_MOM,0.091,-0.346,INLINE,GOLDILOCKS,MEDIUM,-4.0,-18.0,-40.0,-3.0,-7.0,-1.0,-11.0,-21.51
2019-09-01,CPI_MOM,0.154,0.189,INLINE,GOLDILOCKS,MEDIUM,-3.0,13.0,15.0,0.0,5.0,-3.0,8.0,-20.19
2019-10-01,CPI_MOM,0.283,0.952,BEAT,GOLDILOCKS,MEDIUM,-5.0,-11.0,4.0,3.0,3.0,-8.0,-14.0,-52.64
2019-11-01,CPI_MOM,0.282,0.566,BEAT,GOLDILOCKS,MEDIUM,6.0,21.0,4.0,2.0,9.0,4.0,12.0,11.36
2019-12-01,CPI_MOM,0.291,0.223,INLINE,GOLDILOCKS,MEDIUM,5.0,6.0,14.0,5.0,6.0,0.0,0.0,-27.11
2020-01-01,CPI_MOM,0.192,-0.485,INLINE,DEFLATION_RISK,MEDIUM,-4.0,-5.0,-41.0,-4.0,-5.0,0.0,0.0,27.07
2020-02-01,CPI_MOM,0.047,-1.196,MISS,DEFLATION_RISK,MEDIUM,3.0,8.0,-49.0,0.0,0.0,3.0,8.0,23.4
2020-03-01,CPI_MOM,-0.453,-2.845,MISS,DEFLATION_RISK,HIGH,-3.0,-39.0,-43.0,-1.0,-2.0,-2.0,-37.0,136.01
2020-04-01,CPI_MOM,-0.792,-2.776,MISS,DEFLATION_RISK,HIGH,1.0,15.0,2.0,1.0,11.0,0.0,4.0,56.4
2020-05-01,CPI_MOM,-0.09,-0.642,MISS,DEFLATION_RISK,HIGH,0.0,5.0,4.0,1.0,9.0,-1.0,-4.0,12.03
2020-06-01,CPI_MOM,0.485,0.874,BEAT,DEFLATION_RISK,HIGH,2.0,22.0,0.0,-1.0,14.0,3.0,8.0,25.09
2020-07-01,CPI_MOM,0.51,0.892,BEAT,GOLDILOCKS,HIGH,-1.0,-7.0,-14.0,0.0,-6.0,-1.0,-1.0,14.15
2020-08-01,CPI_MOM,0.373,0.352,INLINE,GOLDILOCKS,HIGH,1.0,2.0,17.0,1.0,-0.0,0.0,2.0,23.49
2020-09-01,CPI_MOM,0.263,-0.024,INLINE,GOLDILOCKS,HIGH,-2.0,3.0,0.0,-3.0,2.0,1.0,1.0,54.19
2020-10-01,CPI_MOM,0.124,-0.269,INLINE,GOLDILOCKS,HIGH,2.0,10.0,19.0,3.0,11.0,-1.0,-1.0,-32.36
2020-11-01,CPI_MOM,0.227,0.046,INLINE,GOLDILOCKS,HIGH,-1.0,-5.0,7.0,-3.0,-7.0,2.0,2.0,40.28
2020-12-01,CPI_MOM,0.435,0.573,BEAT,GOLDILOCKS,MEDIUM,3.0,0.0,1.0,4.0,3.0,-1.0,-3.0,6.56
2021-01-01,CPI_MOM,0.245,0.022,INLINE,GOLDILOCKS,HIGH,0.0,20.0,19.0,2.0,19.0,-2.0,1.0,-55.42
2021-02-01,CPI_MOM,0.34,0.215,INLINE,GOLDILOCKS,HIGH,3.0,10.0,38.0,3.0,10.0,0.0,0.0,52.45
2021-03-01,CPI_MOM,0.524,0.612,BEAT,GOLDILOCKS,HIGH,-3.0,14.0,28.0,-3.0,10.0,0.0,4.0,-31.53
2021-04-01,CPI_MOM,0.624,1.348,BEAT,REFLATION,MEDIUM,3.0,-5.0,-4.0,1.0,-2.0,2.0,-3.0,58.04
2021-05-01,CPI_MOM,0.664,1.55,BEAT,REFLATION,HIGH,-2.0,-5.0,-3.0,-2.0,-3.0,0.0,-2.0,11.49
2021-06-01,CPI_MOM,0.846,2.098,BEAT,REFLATION,HIGH,-3.0,-9.0,-17.0,-0.0,-7.0,-3.0,-2.0,6.08
2021-07-01,CPI_MOM,0.461,0.275,INLINE,REFLATION,HIGH,-4.0,-11.0,-28.0,-3.0,-9.0,-1.0,-2.0,32.4
2021-08-01,CPI_MOM,0.284,-0.482,INLINE,REFLATION,HIGH,-4.0,7.0,5.0,-2.0,5.0,-2.0,2.0,-8.1
2021-09-01,CPI_MOM,0.453,0.043,INLINE,REFLATION,HIGH,-2.0,-1.0,17.0,-2.0,-4.0,0.0,3.0,12.86
2021-10-01,CPI_MOM,0.964,2.176,BEAT,REFLATION,HIGH,1.0,13.0,8.0,1.0,8.0,0.0,5.0,-56.58
2021-11-01,CPI_MOM,0.857,1.545,BEAT,REFLATION,HIGH,-2.0,-7.0,-14.0,2.0,-2.0,-4.0,-5.0,16.98
2021-12-01,CPI_MOM,0.691,0.496,INLINE,REFLATION,HIGH,1.0,9.0,9.0,-6.0,-3.0,7.0,12.0,64.06
2022-01-01,CPI_MOM,0.605,-0.046,INLINE,REFLATION,HIGH,11.0,24.0,29.0,6.0,10.0,5.0,14.0,30.38
2022-02-01,CPI_MOM,0.693,0.254,INLINE,REFLATION,MEDIUM,-3.0,15.0,5.0,-1.0,-2.0,-2.0,17.0,42.84
2022-03-01,CPI_MOM,1.116,1.888,BEAT,REFLATION,HIGH,14.0,14.0,63.0,-5.0,-18.0,19.0,32.0,80.28
2022-04-01,CPI_MOM,0.308,-1.436,MISS,REFLATION,HIGH,3.0,33.0,58.0,4.0,24.0,-1.0,9.0,36.78
2022-05-01,CPI_MOM,0.948,0.952,BEAT,REFLATION,HIGH,10.0,23.0,-4.0,7.0,21.0,3.0,2.0,23.45
2022-06-01,CPI_MOM,1.256,1.796,BEAT,REFLATION,HIGH,-2.0,9.0,-6.0,-1.0,-3.0,-1.0,12.0,75.59
2022-07-01,CPI_MOM,-0.015,-1.888,MISS,REFLATION,HIGH,-6.0,11.0,-13.0,-4.0,-12.0,-2.0,23.0,6.06
2022-08-01,CPI_MOM,0.062,-1.572,MISS,REFLATION,HIGH,15.0,17.0,51.0,-1.0,-14.0,16.0,31.0,-27.44
2022-09-01,CPI_MOM,0.424,-0.666,MISS,REFLATION,HIGH,-6.0,7.0,41.0,5.0,2.0,-11.0,5.0,-42.59
2022-10-01,CPI_MOM,0.559,-0.226,INLINE,REFLATION,HIGH,-16.0,6.0,24.0,-6.0,-2.0,-10.0,8.0,92.81
2022-11-01,CPI_MOM,0.261,-0.809,MISS,REFLATION,HIGH,3.0,7.0,-56.0,-4.0,-6.0,7.0,13.0,-96.41
2022-12-01,CPI_MOM,0.015,-1.12,MISS,REFLATION,MEDIUM,-2.0,-5.0,26.0,-5.0,-11.0,3.0,6.0,-4.87
2023-01-01,CPI_MOM,0.531,0.126,INLINE,REFLATION,HIGH,-9.0,-35.0,-49.0,-8.0,-13.0,-1.0,-22.0,-15.36
2023-02-01,CPI_MOM,0.343,-0.096,INLINE,REFLATION,HIGH,1.0,24.0,58.0,1.0,-12.0,0.0,36.0,60.55
2023-03-01,CPI_MOM,0.123,-0.528,MISS,REFLATION,HIGH,7.0,-3.0,-46.0,7.0,-19.0,0.0,16.0,29.96
2023-04-01,CPI_MOM,0.339,-0.005,INLINE,REFLATION,HIGH,-5.0,-9.0,11.0,4.0,-0.0,-9.0,-9.0,15.2
2023-05-01,CPI_MOM,0.161,-0.4,INLINE,REFLATION,HIGH,-15.0,-7.0,5.0,2.0,7.0,-17.0,-14.0,-48.29
2023-06-01,CPI_MOM,0.224,-0.097,INLINE,REFLATION,MEDIUM,8.0,12.0,25.0,-9.0,-7.0,17.0,19.0,61.35
2023-07-01,CPI_MOM,0.196,-0.27,INLINE,REFLATION,HIGH,5.0,20.0,24.0,-2.0,22.0,7.0,-2.0,5.21
2023-08-01,CPI_MOM,0.484,1.07,BEAT,REFLATION,HIGH,3.0,-3.0,7.0,7.0,15.0,-4.0,-18.0,-63.34
2023-09-01,CPI_MOM,0.39,0.53,BEAT,REFLATION,MEDIUM,9.0,11.0,63.0,2.0,1.0,7.0,10.0,-18.94
2023-10-01,CPI_MOM,0.137,-0.687,MISS,REFLATION,MEDIUM,10.0,19.0,29.0,1.0,14.0,9.0,5.0,0.34
2023-11-01,CPI_MOM,0.147,-0.398,INLINE,REFLATION,MEDIUM,-10.0,-28.0,-55.0,-13.0,-26.0,3.0,-2.0,79.92
2023-12-01,CPI_MOM,0.192,-0.124,INLINE,REFLATION,MEDIUM,6.0,1.0,-31.0,-2.0,-14.0,8.0,15.0,-24.85
2024-01-01,CPI_MOM,0.31,0.861,BEAT,REFLATION,LOW,7.0,13.0,11.0,-3.0,0.0,10.0,13.0,-27.0
2024-02-01,CPI_MOM,0.41,1.634,BEAT,STAGFLATION_RISK,LOW,16.0,28.0,35.0,0.0,2.0,16.0,26.0,52.42
2024-03-01,CPI_MOM,0.443,1.411,BEAT,STAGFLATION_RISK,LOW,3.0,-10.0,17.0,-4.0,-4.0,7.0,-6.0,-6.13
2024-04-01,CPI_MOM,0.217,-0.028,INLINE,REFLATION,LOW,3.0,9.0,36.0,5.0,3.0,-2.0,6.0,-37.96
2024-05-01,CPI_MOM,0.049,-1.247,MISS,REFLATION,LOW,-5.0,-15.0,-12.0,4.0,-3.0,-9.0,-12.0,45.81
2024-06-01,CPI_MOM,-0.042,-1.511,MISS,REFLATION,LOW,-10.0,-8.0,-8.0,-3.0,-6.0,-7.0,-2.0,5.89
2024-07-01,CPI_MOM,0.168,-0.224,INLINE,STAGFLATION_RISK,LOW,-5.0,-18.0,-39.0,-2.0,-3.0,-3.0,-15.0,33.92
2024-08-01,CPI_MOM,0.157,-0.155,INLINE,STAGFLATION_RISK,LOW,-19.0,0.0,-8.0,9.0,12.0,-28.0,-12.0,-100.12
2024-09-01,CPI_MOM,0.213,0.243,INLINE,REFLATION,LOW,-7.0,-21.0,-17.0,-4.0,2.0,-3.0,-23.0,-119.47
2024-10-01,CPI_MOM,0.286,0.601,BEAT,STAGFLATION_RISK,LOW,5.0,30.0,54.0,3.0,-7.0,2.0,37.0,0.79
2024-11-01,CPI_MOM,0.284,0.502,BEAT,REFLATION,LOW,-6.0,-7.0,-18.0,-2.0,-12.0,-4.0,5.0,-16.11
2024-12-01,CPI_MOM,0.34,0.634,BEAT,REFLATION,LOW,1.0,-3.0,40.0,-3.0,0.0,4.0,-3.0,14.77
2025-01-01,CPI_MOM,0.427,1.176,BEAT,STAGFLATION_RISK,LOW,-1.0,9.0,0.0,-1.0,6.0,0.0,3.0,-13.08
2025-02-01,CPI_MOM,0.225,0.028,INLINE,STAGFLATION_RISK,LOW,-4.0,-9.0,-36.0,-8.0,-16.0,4.0,7.0,-45.96
2025-03-01,CPI_MOM,0.033,-1.354,MISS,STAGFLATION_RISK,LOW,-8.0,8.0,-1.0,-5.0,8.0,-3.0,0.0,-104.78
2025-04-01,CPI_MOM,0.162,-0.214,INLINE,REFLATION,LOW,3.0,9.0,8.0,-1.0,25.0,4.0,-16.0,37.9
2025-05-01,CPI_MOM,0.099,-0.7,MISS,REFLATION,LOW,8.0,12.0,21.0,-5.0,-8.0,13.0,20.0,82.53
2025-06-01,CPI_MOM,0.254,0.326,INLINE,REFLATION,LOW,5.0,10.0,-15.0,0.0,-5.0,5.0,15.0,24.25
2025-07-01,CPI_MOM,0.228,0.015,INLINE,REFLATION,LOW,4.0,8.0,11.0,4.0,0.0,0.0,8.0,29.41
2025-08-01,CPI_MOM,0.348,0.981,BEAT,REFLATION,LOW,-1.0,4.0,5.0,-1.0,-3.0,0.0,7.0,91.93
2025-09-01,CPI_MOM,0.295,0.236,INLINE,REFLATION,LOW,5.0,-18.0,-7.0,-2.0,-8.0,7.0,-10.0,-44.72
2025-11-01,CPI_MOM,0.252,-0.009,INLINE,STAGFLATION_RISK,LOW,2.0,0.0,-5.0,2.0,5.0,0.0,-5.0,11.77
2025-12-01,CPI_MOM,0.298,0.407,INLINE,STAGFLATION_RISK,LOW,0.0,8.0,9.0,3.0,5.0,-3.0,3.0,16.74
2026-01-01,CPI_MOM,0.171,-0.647,MISS,REFLATION,LOW,1.0,1.0,11.0,1.0,-1.0,0.0,2.0,12.97
2026-02-01,CPI_MOM,0.267,0.298,INLINE,STAGFLATION_RISK,LOW,3.0,-4.0,-20.0,-2.0,-2.0,5.0,-2.0,37.41
2026-03-01,CPI_MOM,0.865,2.958,BEAT,REFLATION,LOW,8.0,18.0,38.0,-1.0,0.0,9.0,18.0,2.74
2005-01-01,PCE_MOM,0.36,2.432,BEAT,GOLDILOCKS,MEDIUM,-1.0,5.0,-9.0,-3.0,-7.0,2.0,12.0,
2005-02-01,PCE_MOM,0.166,-0.013,INLINE,GOLDILOCKS,MEDIUM,0.0,-10.0,24.0,-3.0,-14.0,3.0,4.0,
2005-03-01,PCE_MOM,0.247,0.848,BEAT,GOLDILOCKS,MEDIUM,0.0,0.0,12.0,2.0,-3.0,-2.0,3.0,
2005-04-01,PCE_MOM,0.115,-0.58,MISS,GOLDILOCKS,LOW,1.0,4.0,-25.0,2.0,2.0,-1.0,2.0,
2005-05-01,PCE_MOM,0.205,0.355,INLINE,GOLDILOCKS,LOW,0.0,7.0,-21.0,2.0,0.0,-2.0,7.0,
2005-06-01,PCE_MOM,0.07,-1.237,MISS,GOLDILOCKS,MEDIUM,-2.0,4.0,3.0,-4.0,-6.0,2.0,10.0,
2005-07-01,PCE_MOM,0.146,-0.357,INLINE,GOLDILOCKS,MEDIUM,5.0,5.0,28.0,2.0,0.0,3.0,5.0,
2005-08-01,PCE_MOM,0.082,-1.191,MISS,GOLDILOCKS,MEDIUM,2.0,10.0,-16.0,0.0,-2.0,2.0,12.0,
2005-09-01,PCE_MOM,0.221,0.442,INLINE,GOLDILOCKS,LOW,1.0,12.0,37.0,-2.0,-4.0,3.0,16.0,
2005-10-01,PCE_MOM,0.288,1.184,BEAT,GOLDILOCKS,LOW,5.0,1.0,24.0,2.0,1.0,3.0,0.0,
2005-11-01,PCE_MOM,0.255,0.791,BEAT,GOLDILOCKS,LOW,3.0,-1.0,-6.0,2.0,-2.0,1.0,1.0,
2005-12-01,PCE_MOM,0.104,-0.91,MISS,GOLDILOCKS,MEDIUM,0.0,-5.0,-15.0,2.0,3.0,-2.0,-8.0,
2006-01-01,PCE_MOM,0.224,0.527,BEAT,GOLDILOCKS,HIGH,-2.0,-1.0,18.0,5.0,4.0,-7.0,-5.0,
2006-02-01,PCE_MOM,0.161,-0.301,INLINE,GOLDILOCKS,MEDIUM,0.0,-1.0,11.0,0.0,-6.0,0.0,5.0,
2006-03-01,PCE_MOM,0.276,1.217,BEAT,GOLDILOCKS,MEDIUM,5.0,14.0,27.0,4.0,13.0,1.0,1.0,
2006-04-01,PCE_MOM,0.305,1.129,BEAT,GOLDILOCKS,LOW,2.0,11.0,26.0,-2.0,4.0,4.0,7.0,
2006-05-01,PCE_MOM,0.251,0.336,INLINE,REFLATION,LOW,-2.0,-2.0,-2.0,0.0,-5.0,-2.0,3.0,
2006-06-01,PCE_MOM,0.252,0.204,INLINE,REFLATION,LOW,-11.0,-11.0,4.0,1.0,-8.0,-12.0,-3.0,
2006-07-01,PCE_MOM,0.097,-1.779,MISS,REFLATION,LOW,0.0,-2.0,-16.0,-1.0,-3.0,1.0,1.0,
2006-08-01,PCE_MOM,0.204,-0.492,INLINE,STAGFLATION_RISK,LOW,-3.0,-6.0,-23.0,-3.0,-0.0,0.0,-6.0,
2006-09-01,PCE_MOM,0.158,-1.14,MISS,REFLATION,LOW,5.0,7.0,-11.0,2.0,1.0,3.0,6.0,
2006-10-01,PCE_MOM,0.181,-0.498,INLINE,REFLATION,LOW,-2.0,6.0,-3.0,3.0,3.0,-5.0,3.0,
2006-11-01,PCE_MOM,0.047,-1.848,MISS,GOLDILOCKS,LOW,3.0,7.0,-14.0,2.0,-2.0,1.0,9.0,
2006-12-01,PCE_MOM,0.134,-0.763,MISS,GOLDILOCKS,LOW,0.0,13.0,24.0,0.0,-3.0,0.0,16.0,
2007-01-01,PCE_MOM,0.405,2.17,BEAT,GOLDILOCKS,LOW,-3.0,-5.0,12.0,-1.0,-1.0,-2.0,-4.0,
2007-02-01,PCE_MOM,0.216,0.061,INLINE,REFLATION,LOW,-1.0,-11.0,-33.0,1.0,-2.0,-2.0,-9.0,
2007-03-01,PCE_MOM,0.101,-0.923,MISS,GOLDILOCKS,LOW,-4.0,-5.0,9.0,3.0,2.0,-7.0,-7.0,
2007-04-01,PCE_MOM,0.143,-0.282,INLINE,GOLDILOCKS,LOW,0.0,11.0,-2.0,-2.0,-6.0,2.0,17.0,
2007-05-01,PCE_MOM,0.118,-0.345,INLINE,GOLDILOCKS,LOW,1.0,-1.0,26.0,-1.0,-6.0,2.0,5.0,
2007-06-01,PCE_MOM,0.166,0.174,INLINE,GOLDILOCKS,LOW,-2.0,17.0,5.0,-2.0,13.0,0.0,4.0,
2007-07-01,PCE_MOM,0.15,-0.042,INLINE,DEFLATION_RISK,LOW,-3.0,13.0,-25.0,-2.0,3.0,-1.0,10.0,
2007-08-01,PCE_MOM,0.149,-0.008,INLINE,DEFLATION_RISK,LOW,1.0,8.0,-25.0,-2.0,0.0,3.0,8.0,
2007-09-01,PCE_MOM,0.273,1.338,BEAT,GOLDILOCKS,LOW,2.0,-20.0,0.0,4.0,8.0,-2.0,-28.0,
2007-10-01,PCE_MOM,0.261,1.162,BEAT,GOLDILOCKS,LOW,-2.0,11.0,-8.0,2.0,-2.0,-4.0,13.0,
2007-11-01,PCE_MOM,0.196,0.447,INLINE,GOLDILOCKS,LOW,-5.0,-8.0,-47.0,6.0,22.0,-11.0,-30.0,
2007-12-01,PCE_MOM,0.201,0.233,INLINE,DEFLATION_RISK,LOW,-8.0,15.0,-6.0,6.0,7.0,-14.0,8.0,
2008-01-01,PCE_MOM,0.199,0.339,INLINE,DEFLATION_RISK,MEDIUM,-13.0,-18.0,-37.0,4.0,11.0,-17.0,-29.0,
2008-02-01,PCE_MOM,0.098,-1.061,MISS,DEFLATION_RISK,MEDIUM,6.0,2.0,1.0,7.0,18.0,-1.0,-16.0,
2008-03-01,PCE_MOM,0.196,0.289,INLINE,DEFLATION_RISK,MEDIUM,1.0,3.0,4.0,5.0,15.0,-4.0,-12.0,
2008-04-01,PCE_MOM,0.058,-1.956,MISS,DEFLATION_RISK,MEDIUM,3.0,1.0,20.0,-5.0,-6.0,8.0,7.0,
2008-05-01,PCE_MOM,0.182,-0.118,INLINE,DEFLATION_RISK,MEDIUM,11.0,1.0,20.0,1.0,13.0,10.0,-12.0,
2008-06-01,PCE_MOM,0.23,0.537,BEAT,DEFLATION_RISK,MEDIUM,-8.0,-12.0,-7.0,7.0,14.0,-15.0,-26.0,
2008-07-01,PCE_MOM,0.18,-0.265,INLINE,DEFLATION_RISK,HIGH,-2.0,-16.0,-2.0,1.0,6.0,-3.0,-22.0,
2008-08-01,PCE_MOM,0.123,-1.166,MISS,DEFLATION_RISK,HIGH,1.0,-3.0,-23.0,-1.0,-3.0,2.0,0.0,
2008-09-01,PCE_MOM,0.102,-1.446,MISS,DEFLATION_RISK,HIGH,-9.0,-17.0,2.0,1.0,-11.0,-10.0,-6.0,
2008-10-01,PCE_MOM,-0.142,-3.168,MISS,DEFLATION_RISK,HIGH,-11.0,-5.0,24.0,9.0,12.0,-20.0,-17.0,
2008-11-01,PCE_MOM,-0.044,-1.748,MISS,DEFLATION_RISK,HIGH,-5.0,-18.0,-134.0,6.0,5.0,-11.0,-23.0,
2008-12-01,PCE_MOM,-0.049,-1.372,MISS,DEFLATION_RISK,HIGH,-4.0,5.0,-47.0,-4.0,-2.0,0.0,7.0,
2009-01-01,PCE_MOM,-0.031,-1.109,MISS,DEFLATION_RISK,HIGH,21.0,22.0,51.0,9.0,15.0,12.0,7.0,
2009-02-01,PCE_MOM,0.08,-0.096,INLINE,DEFLATION_RISK,HIGH,-11.0,18.0,6.0,-6.0,13.0,-5.0,5.0,
2009-03-01,PCE_MOM,0.072,-0.036,INLINE,DEFLATION_RISK,HIGH,-11.0,-19.0,-29.0,0.0,-10.0,-11.0,-9.0,
2009-04-01,PCE_MOM,0.223,1.096,BEAT,DEFLATION_RISK,HIGH,9.0,18.0,53.0,4.0,8.0,5.0,10.0,
2009-05-01,PCE_MOM,0.077,-0.011,INLINE,DEFLATION_RISK,HIGH,-2.0,8.0,44.0,-4.0,0.0,2.0,8.0,
2009-06-01,PCE_MOM,0.128,0.468,INLINE,DEFLATION_RISK,HIGH,-6.0,20.0,-18.0,-5.0,-25.0,-1.0,45.0,
2009-07-01,PCE_MOM,0.086,0.076,INLINE,DEFLATION_RISK,HIGH,-4.0,-11.0,-3.0,3.0,0.0,-7.0,-11.0,
2009-08-01,PCE_MOM,0.148,0.686,BEAT,DEFLATION_RISK,HIGH,14.0,37.0,-12.0,9.0,18.0,5.0,19.0,
2009-09-01,PCE_MOM,0.176,0.915,BEAT,DEFLATION_RISK,HIGH,-9.0,10.0,-17.0,-6.0,9.0,-3.0,1.0,
2009-10-01,PCE_MOM,0.368,2.384,BEAT,DEFLATION_RISK,MEDIUM,3.0,6.0,24.0,2.0,3.0,1.0,3.0,
